2.550000000000000000e+02 1.000000000000000000e+00 2.000000000000000000e+00
2.503579721362229122e+02 6.757516339869280841e+01 3.060715514275885729e-01
2.505504385964912331e+02 6.639207086343309072e+01 2.497850017199862438e-01
2.507660388716890338e+02 6.663076195390436851e+01 2.764017887856897171e-01
2.513253783969728374e+02 6.767423460612315012e+01 3.060285517715858328e-01
2.513196164430684689e+02 6.835522015823873687e+01 3.514791881664946493e-01
2.512321121431028530e+02 6.610384416924664208e+01 3.713880288957688292e-01
2.507648778809769397e+02 6.510160818713450226e+01 2.824217406260750018e-01
2.507496990024079935e+02 6.326926384588923469e+01 3.344943240454076316e-01
2.508868679050567607e+02 6.258647230822153773e+01 3.832989336085311227e-01
2.509527003783969690e+02 6.309567423460612190e+01 3.531991744066047545e-01
2.509131836945304315e+02 6.471551427588579486e+01 3.678620571035431941e-01
2.508879858961128377e+02 6.431862745098038658e+01 3.734950120399037066e-01
2.509265995872032988e+02 6.558892328861368526e+01 3.418042655658754536e-01
2.508222824217406242e+02 6.664766081871344738e+01 3.676900584795321780e-01
2.509105177158582762e+02 6.604342965256277864e+01 3.366443068455452492e-01
2.506507137942896577e+02 6.436485208118334356e+01 3.660560715514276087e-01
2.508445132438940561e+02 6.152356381148950959e+01 4.123237014103887099e-01
2.507035173718610110e+02 5.999462504299965815e+01 3.175524595803233541e-01
2.509867131062951557e+02 5.952859477124182774e+01 3.806759545923632526e-01
2.510415376676986625e+02 6.082847437220502229e+01 4.239336085311317670e-01
2.509924750601995243e+02 6.127622979016167903e+01 4.544633642930856476e-01
2.506922514619882918e+02 6.085569315445476235e+01 3.813639490884073169e-01
2.509562263501892119e+02 6.084773821809425698e+01 4.521413828689370695e-01
2.506503697970416340e+02 6.091357069143446523e+01 4.342105263157894912e-01
2.509319315445476377e+02 6.015161678706570569e+01 4.222136222910216619e-01
2.509216116271069836e+02 5.941722566219470281e+01 4.584623323013415908e-01
2.509603113175094506e+02 5.950619195046439813e+01 4.302975576195390284e-01
2.509574733402132836e+02 6.018175954592363297e+01 3.750000000000000000e-01
2.509849071207430313e+02 6.114417784657722876e+01 4.774251805985552100e-01
2.510010319917440711e+02 6.165583075335397467e+01 4.732972136222910464e-01
2.511019951840385147e+02 6.254588063295493328e+01 3.578861369109047064e-01
2.509031647746818123e+02 6.141348469212246641e+01 3.682490540075679664e-01
2.508894478844169385e+02 5.947764017887856625e+01 4.820261437908496815e-01
2.510094599243205948e+02 5.600240798073615167e+01 4.370055039559683774e-01
2.509955710354317091e+02 5.540742174062607717e+01 4.395854833161334518e-01
2.510931802545579501e+02 5.464400584795321691e+01 4.928620571035431941e-01
2.509402734778121840e+02 5.441008771929824661e+01 4.615153078775369733e-01
2.510124699002408022e+02 5.647991916064671614e+01 4.622033023735810375e-01
2.510233918128654977e+02 6.544207946336429416e+01 4.493464052287581834e-01
2.509102167182662413e+02 6.508165634674922728e+01 3.836859305125558950e-01
2.509461644306845471e+02 6.390724974200206532e+01 4.133126934984520107e-01
2.507755417956656459e+02 6.244448744410044583e+01 4.983660130718954306e-01
2.509874441004471919e+02 6.125872893016855869e+01 4.188166494668042472e-01
2.508882008943928383e+02 6.130104059167526742e+01 3.995098039215686514e-01
2.510143618851049325e+02 6.095153938768489610e+01 4.198486412108702881e-01
2.509957000343997322e+02 6.178624871001031948e+01 4.115927072583419055e-01
2.508482112143102825e+02 6.256458548331613656e+01 3.343653250773993557e-01
2.509370915032679648e+02 6.322084623323013375e+01 3.906948744410044805e-01
2.509532593739250217e+02 6.307331441348469525e+01 4.636222910216718507e-01
2.510510405916752745e+02 6.218610251117991083e+01 4.206226350189198326e-01
2.509458634330925406e+02 6.024647402820777131e+01 3.574561403508771940e-01
2.508248194014447847e+02 5.969173546611627046e+01 4.176556587547299859e-01
2.510531045751633883e+02 5.932185242518060164e+01 3.766769865841073095e-01
2.508681630546955716e+02 5.990084279325765237e+01 4.225576195390436940e-01
2.510233058135534918e+02 6.171091331269349922e+01 3.430942552459580464e-01
2.510758083935328386e+02 6.369066047471620351e+01 4.150326797385621158e-01
2.510623065015479938e+02 6.431432748538011879e+01 4.473254213966288417e-01
2.510832903336773256e+02 6.397020123839009642e+01 4.681802545579635266e-01
2.511055641554867464e+02 6.170171138630890795e+01 4.253525971792225802e-01
2.512458290333677269e+02 6.126148090815273406e+01 5.703904368765050359e-01
2.512159012727898073e+02 6.141374269005847708e+01 4.928620571035431941e-01
2.507916236670106684e+02 6.162809597523219907e+01 4.818971448228414056e-01
2.509796611627106984e+02 6.232714138286893757e+01 4.487014103887169147e-01
2.508349673202614269e+02 6.220755933952528238e+01 4.471104231166150855e-01
2.508422772617819021e+02 6.226590987272101785e+01 4.148606811145510997e-01
2.509530013759890039e+02 6.406209150326797896e+01 4.193756449948400356e-01
2.512658668730650220e+02 6.433268833849329837e+01 4.861111111111111049e-01
2.508653250773993761e+02 6.186910904712762260e+01 3.803319573443412205e-01
2.509641382868937001e+02 5.955125558995528223e+01 4.502493980048159483e-01
2.509444014447884399e+02 5.735031819745442050e+01 3.722910216718266496e-01
2.509434124527003860e+02 5.816825765393876679e+01 3.545751633986928275e-01
2.511504987960096287e+02 5.834137426900584700e+01 4.381664946680426387e-01
2.510337977296181577e+02 5.922084623323013375e+01 4.218696250429996297e-01
2.512598039215686185e+02 5.950270897832817241e+01 3.986928104575163667e-01
2.510884502923976527e+02 5.916417268661850670e+01 4.403594771241829964e-01
2.511195390436876380e+02 5.846603027175782330e+01 4.084537323701410427e-01
